school,year,phase_2b_applied,phase_2b_taken,phase_2b_vacancy,phase_2b_ballot,phase_2c_applied,phase_2c_taken,phase_2c_vacancy,phase_2c_ballot,phase_2b_demand,phase_2c_demand
Horizon,2013,14,14,79,0,209,143,143,1,0.17721519,1.461538462
Hougang,2013,41,41,55,0,114,69,69,1,0.745454545,1.652173913
Huamin,2013,1,1,50,0,75,75,99,0,0.02,0.757575758
Innova,2013,20,20,56,0,139,91,91,1,0.357142857,1.527472527
Jiemin,2013,11,11,35,0,89,59,59,1,0.314285714,1.508474576
Jing Shan,2013,1,1,60,0,41,41,119,0,0.016666667,0.344537815
Junyuan,2013,0,0,61,0,93,93,122,0,0,0.762295082
Jurong,2013,28,28,50,0,110,71,71,1,0.56,1.549295775
Jurong West,2013,15,15,54,0,125,92,92,1,0.277777778,1.358695652
Juying,2013,1,1,95,0,23,23,188,0,0.010526316,0.122340426
Keming,2013,19,19,57,0,120,95,95,1,0.333333333,1.263157895
Kheng Cheng,2013,3,3,68,0,142,133,133,1,0.044117647,1.067669173
Kong Hwa,2013,46,41,41,1,75,41,41,1,1.12195122,1.829268293
Kranji,2013,1,1,73,0,34,34,144,0,0.01369863,0.236111111
Kuo Chuan Presbyterian,2013,43,43,55,0,88,67,67,1,0.781818182,1.313432836
Lakeside,2013,2,2,52,0,111,101,101,1,0.038461538,1.099009901
Lianhua,2013,0,0,55,0,43,42,110,0,0,0.390909091
Maha Bodhi,2013,44,40,40,1,63,40,40,1,1.1,1.575
Maris Stella High,2013,79,71,71,1,84,71,71,1,1.112676056,1.183098592
Marsiling,2013,0,0,79,0,66,66,157,0,0,0.420382166
Marymount Convent,2013,17,17,85,0,127,128,152,0,0.2,0.835526316
Mayflower,2013,1,1,82,0,102,102,162,0,0.012195122,0.62962963
Mee Toh,2013,62,62,69,0,114,75,75,1,0.898550725,1.52
Meridian,2013,0,0,62,0,57,57,123,0,0,0.463414634
Methodist Girls’,2013,57,41,40,1,48,38,38,1,1.425,1.263157895
Montfort Junior,2013,14,14,90,0,53,53,165,0,0.155555556,0.321212121
Nan Chiau,2013,68,53,53,1,175,52,52,1,1.283018868,3.365384615
Nan Hua,2013,30,15,15,1,72,15,15,1,2,4.8
Nanyang,2013,36,25,25,1,48,25,25,1,1.44,1.92
Naval Base,2013,1,1,61,0,53,53,120,0,0.016393443,0.441666667
New Town,2013,2,2,77,0,107,107,152,0,0.025974026,0.703947368
Ngee Ann,2013,29,29,59,0,112,88,88,1,0.491525424,1.272727273
North Spring,2013,0,0,66,0,48,48,132,0,0,0.363636364
North View,2013,0,0,56,0,111,111,112,0,0,0.991071429
North Vista,2013,11,11,55,0,122,99,99,1,0.2,1.232323232
Northland,2013,25,25,52,0,112,78,78,1,0.480769231,1.435897436
Northoaks,2013,0,0,105,0,71,70,210,0,0,0.338095238
Opera Estate,2013,1,1,60,0,82,82,119,0,0.016666667,0.68907563
Palm View,2013,1,1,109,0,125,125,217,0,0.009174312,0.576036866
Park View,2013,1,1,58,0,72,72,114,0,0.017241379,0.631578947
Pasir Ris,2013,30,30,42,0,80,53,53,1,0.714285714,1.509433962
Paya Lebar Methodist Girls’,2013,75,74,73,1,84,71,71,1,1.02739726,1.183098592
Pei Chun Public,2013,45,38,38,1,55,38,38,1,1.184210526,1.447368421
Pei Hwa Presbyterian,2013,52,34,34,1,54,33,33,1,1.529411765,1.636363636
Pei Tong,2013,6,6,77,0,84,84,147,0,0.077922078,0.571428571
Peiying,2013,0,0,64,0,65,65,127,0,0,0.511811024
Pioneer,2013,0,0,76,0,84,84,152,0,0,0.552631579
Poi Ching,2013,46,46,57,0,96,67,67,1,0.807017544,1.432835821
Princess Elizabeth,2013,7,7,57,0,126,107,107,1,0.122807018,1.177570093
Punggol,2013,0,0,58,0,112,112,116,0,0,0.965517241
Punggol Green,2013,0,0,117,0,103,103,234,0,0,0.44017094
Punggol View,2013,2,2,100,0,198,197,197,1,0.02,1.005076142
Qifa,2013,1,1,68,0,131,131,134,0,0.014705882,0.97761194
Qihua,2013,1,1,65,0,80,80,129,0,0.015384615,0.620155039
Queenstown,2013,0,0,78,0,84,83,156,0,0,0.538461538
Radin Mas,2013,32,32,41,0,74,50,50,1,0.780487805,1.48
Raffles Girls’,2013,26,26,42,0,69,58,58,1,0.619047619,1.189655172
Red Swastika,2013,16,12,12,1,46,11,11,1,1.333333333,4.181818182
River Valley,2013,42,42,42,0,53,42,42,1,1,1.261904762
Riverside,2013,2,2,109,0,224,216,216,1,0.018348624,1.037037037
Rivervale,2013,36,36,60,0,159,83,83,1,0.6,1.915662651
Rosyth,2013,38,31,31,1,120,30,30,1,1.225806452,4
Rulang,2013,22,22,30,0,88,38,38,1,0.733333333,2.315789474
Sembawang,2013,1,1,72,0,83,81,143,0,0.013888889,0.58041958
Seng Kang,2013,2,2,81,0,122,122,159,0,0.024691358,0.767295597
Sengkang Green,2013,2,2,113,0,230,223,223,1,0.017699115,1.031390135
Shuqun,2013,34,34,65,0,116,96,96,1,0.523076923,1.208333333
Si Ling,2013,2,2,82,0,44,44,161,0,0.024390244,0.273291925
Singapore Chinese Girls’,2013,23,22,22,1,43,22,22,1,1.045454545,1.954545455
South View,2013,24,24,32,0,85,40,40,1,0.75,2.125
Springdale,2013,1,1,113,0,58,58,225,0,0.008849558,0.257777778
St. Andrew’s Junior,2013,67,56,56,1,75,55,55,1,1.196428571,1.363636364
St. Anthony’s,2013,31,31,59,0,106,86,86,1,0.525423729,1.23255814
St. Anthony’s Canossian,2013,34,34,76,0,110,109,119,0,0.447368421,0.924369748
St. Gabriel’s,2013,24,24,49,0,90,74,74,1,0.489795918,1.216216216
St. Hilda’s,2013,52,34,34,1,70,34,34,1,1.529411765,2.058823529
St. Joseph’s Institution Junior,2013,80,56,56,1,77,55,55,1,1.428571429,1.4
St. Margaret’s,2013,58,58,67,0,94,75,75,1,0.865671642,1.253333333
St. Stephen’s,2013,60,60,65,0,86,70,70,1,0.923076923,1.228571429
Stamford,2013,1,1,59,0,54,53,117,0,0.016949153,0.461538462
Tampines,2013,7,7,58,0,119,109,109,1,0.120689655,1.091743119
Tampines North,2013,2,2,67,0,63,63,131,0,0.029850746,0.480916031
Tanjong Katong,2013,9,9,76,0,135,134,143,0,0.118421053,0.944055944
Tao Nan,2013,66,41,41,1,49,40,40,1,1.609756098,1.225
Teck Ghee,2013,8,8,69,0,152,130,130,1,0.115942029,1.169230769
Teck Whye,2013,0,0,74,0,30,30,148,0,0,0.202702703
Telok Kurau,2013,2,2,56,0,110,109,109,1,0.035714286,1.009174312
Temasek,2013,33,30,30,1,58,30,30,1,1.1,1.933333333
Townsville,2013,0,0,67,0,84,82,133,0,0,0.631578947
Unity,2013,15,15,75,0,129,129,135,0,0.2,0.955555556
Wellington,2013,1,1,66,0,116,115,131,0,0.015151515,0.885496183
West Grove,2013,11,11,57,0,137,102,102,1,0.192982456,1.343137255
West Spring,2013,1,1,105,0,140,140,209,0,0.00952381,0.669856459
West View,2013,1,1,74,0,43,42,146,0,0.013513514,0.294520548
Westwood,2013,1,1,104,0,254,207,207,1,0.009615385,1.22705314
White Sands,2013,21,21,48,0,88,74,74,1,0.4375,1.189189189
Woodgrove,2013,32,32,60,0,91,87,87,1,0.533333333,1.045977011
Woodlands,2013,6,6,70,0,116,116,133,0,0.085714286,0.872180451
Woodlands Ring,2013,3,3,64,0,93,93,124,0,0.046875,0.75
Xinghua,2013,0,0,75,0,73,73,149,0,0,0.489932886
Xingnan,2013,6,6,62,0,94,94,118,0,0.096774194,0.796610169
Xinmin,2013,11,11,56,0,125,100,100,1,0.196428571,1.25
Xishan,2013,0,0,63,0,57,57,126,0,0,0.452380952
Yangzheng,2013,24,24,43,0,81,61,61,1,0.558139535,1.327868852
Yew Tee,2013,36,36,62,0,104,87,87,1,0.580645161,1.195402299
Yio Chu Kang,2013,1,1,57,0,52,51,113,0,0.01754386,0.460176991
Yishun,2013,2,2,53,0,108,103,103,1,0.037735849,1.048543689
Yu Neng,2013,21,21,25,0,76,29,29,1,0.84,2.620689655
Yuhua,2013,0,0,71,0,73,72,142,0,0,0.514084507
Yumin,2013,0,0,50,0,49,49,99,0,0,0.494949495
Zhangde,2013,11,11,50,0,116,89,89,1,0.22,1.303370787
Zhenghua,2013,0,0,72,0,99,99,143,0,0,0.692307692
Zhonghua,2013,0,0,74,0,73,73,147,0,0,0.496598639
Admiralty,2014,41,41,58,0,85,75,75,1,0.706896552,1.133333333
Ahmad Ibrahim,2014,0,0,56,0,53,53,112,0,0,0.473214286
Ai Tong,2014,37,31,31,1,49,30,30,1,1.193548387,1.633333333
Alexandra,2014,4,4,96,0,254,187,187,1,0.041666667,1.35828877
Anchor Green,2014,5,4,61,0,121,118,118,1,0.081967213,1.025423729
Anderson,2014,20,18,30,0,56,42,42,1,0.666666667,1.333333333
Ang Mo Kio,2014,0,0,71,0,85,84,142,0,0,0.598591549
Anglo-Chinese (Junior),2014,75,73,73,1,101,73,73,1,1.02739726,1.383561644
Anglo-Chinese (Primary),2014,35,34,32,1,54,30,30,1,1.09375,1.8
Angsana,2014,2,2,64,0,22,22,125,0,0.03125,0.176
Beacon,2014,0,0,64,0,92,92,127,0,0,0.724409449
Bedok Green,2014,0,0,72,0,88,86,145,0,0,0.606896552
Bendemeer,2014,0,0,68,0,93,91,136,0,0,0.683823529
Blangah Rise,2014,0,0,75,0,20,20,149,0,0,0.134228188
Boon Lay Garden,2014,1,1,79,0,75,73,156,0,0.012658228,0.480769231
Bukit Panjang,2014,7,7,38,0,83,68,68,1,0.184210526,1.220588235
Bukit Timah,2014,1,1,59,0,65,62,117,0,0.016949153,0.555555556
Bukit View,2014,1,1,86,0,83,83,170,0,0.011627907,0.488235294
CHIJ (Katong),2014,39,39,80,0,87,85,120,0,0.4875,0.725
CHIJ (Kellock),2014,37,37,64,0,98,90,90,1,0.578125,1.088888889
CHIJ (Toa Payoh),2014,64,49,50,1,74,51,51,1,1.28,1.450980392
CHIJ Our Lady Queen of Peace,2014,42,42,61,0,69,67,80,0,0.68852459,0.8625
CHIJ Our Lady of Good Counsel,2014,28,28,47,0,58,56,65,0,0.595744681,0.892307692
CHIJ Our Lady of the Nativity,2014,47,47,74,0,116,101,101,1,0.635135135,1.148514851
CHIJ St. Nicholas Girls’,2014,34,20,20,1,32,20,20,1,1.7,1.6
Canberra,2014,57,43,43,1,78,42,42,1,1.325581395,1.857142857
Canossa Catholic,2014,5,5,45,0,34,33,85,0,0.111111111,0.4
Cantonment,2014,2,2,88,0,95,94,174,0,0.022727273,0.545977011
Casuarina,2014,1,1,54,0,70,70,107,0,0.018518519,0.654205607
Catholic High,2014,29,21,22,1,42,23,23,1,1.318181818,1.826086957
Cedar,2014,0,0,36,0,58,53,72,0,0,0.805555556
Changkat,2014,3,3,47,0,90,90,91,0,0.063829787,0.989010989
Chongfu,2014,63,54,55,1,93,56,56,1,1.145454545,1.660714286
Chongzheng,2014,14,13,36,0,66,58,58,1,0.388888889,1.137931034
Chua Chu Kang,2014,7,7,60,0,135,113,113,1,0.116666667,1.194690265
Clementi,2014,2,2,66,0,133,130,130,1,0.03030303,1.023076923
Compassvale,2014,36,36,67,0,137,97,97,1,0.537313433,1.412371134
Concord,2014,4,3,60,0,109,109,116,0,0.066666667,0.939655172
Corporation,2014,0,0,70,0,95,94,139,0,0,0.683453237
Damai,2014,0,0,70,0,28,26,141,0,0,0.19858156
Dazhong,2014,0,0,64,0,65,65,128,0,0,0.5078125
De La Salle,2014,56,55,68,0,97,80,80,1,0.823529412,1.2125
East Spring,2014,3,3,52,0,88,88,100,0,0.057692308,0.88
Edgefield,2014,2,2,63,0,152,124,124,1,0.031746032,1.225806452
Elias Park,2014,1,1,56,0,113,110,110,1,0.017857143,1.027272727
Endeavour,2014,32,32,61,0,93,89,89,1,0.524590164,1.04494382
Eunos,2014,0,0,63,0,39,39,125,0,0,0.312
Evergreen,2014,12,12,62,0,129,112,112,1,0.193548387,1.151785714
Fairfield Methodist,2014,51,24,26,1,58,28,28,1,1.961538462,2.071428571
Farrer Park,2014,0,0,79,0,30,29,158,0,0,0.189873418
Fengshan,2014,1,1,45,0,115,88,88,1,0.022222222,1.306818182
Fernvale,2014,0,0,77,0,60,58,153,0,0,0.392156863
First Toa Payoh,2014,1,1,97,0,31,31,192,0,0.010309278,0.161458333
Frontier,2014,32,32,78,0,175,124,124,1,0.41025641,1.411290323
Fuchun,2014,1,1,64,0,97,97,126,0,0.015625,0.76984127
Fuhua,2014,0,0,60,0,90,89,119,0,0,0.756302521
Gan Eng Seng,2014,0,0,78,0,80,78,156,0,0,0.512820513
Geylang Methodist,2014,11,11,80,0,163,149,149,1,0.1375,1.093959732
Gongshang,2014,28,28,49,0,84,69,69,1,0.571428571,1.217391304
Greendale,2014,1,1,88,0,88,88,174,0,0.011363636,0.505747126
Greenridge,2014,8,7,56,0,115,104,104,1,0.142857143,1.105769231
Greenwood,2014,6,6,63,0,107,104,119,0,0.095238095,0.899159664
Guangyang,2014,0,0,80,0,43,41,160,0,0,0.26875
Haig Girls’,2014,12,12,55,0,87,84,98,0,0.218181818,0.887755102
Henry Park,2014,22,19,20,1,50,21,21,1,1.1,2.380952381
Holy Innocents’,2014,48,38,40,1,62,41,41,1,1.2,1.512195122
Hong Wen,2014,63,46,46,1,68,46,46,1,1.369565217,1.47826087
Horizon,2014,38,38,66,0,177,94,94,1,0.575757576,1.882978723
Hougang,2014,47,47,69,0,120,90,90,1,0.68115942,1.333333333
Huamin,2014,0,0,53,0,81,81,106,0,0,0.764150943
Innova,2014,25,25,47,0,137,68,68,1,0.531914894,2.014705882
Jiemin,2014,9,8,40,0,82,71,71,1,0.225,1.154929577
Jing Shan,2014,1,1,50,0,70,67,98,0,0.02,0.714285714
Junyuan,2014,0,0,76,0,79,78,151,0,0,0.523178808
Jurong,2014,20,20,47,0,86,73,73,1,0.425531915,1.178082192
Jurong West,2014,13,13,56,0,146,99,99,1,0.232142857,1.474747475
Juying,2014,0,0,96,0,7,7,191,0,0,0.036649215
Keming,2014,24,24,44,0,82,63,63,1,0.545454545,1.301587302
Kheng Cheng,2014,0,0,69,0,150,137,137,1,0,1.094890511
Kong Hwa,2014,47,33,33,1,67,33,33,1,1.424242424,2.03030303
Kranji,2014,0,0,78,0,29,28,155,0,0,0.187096774
Kuo Chuan Presbyterian,2014,57,56,60,0,68,63,63,1,0.95,1.079365079
Lakeside,2014,0,0,62,0,130,123,123,1,0,1.056910569
Lianhua,2014,0,0,70,0,36,34,139,0,0,0.258992806
Maha Bodhi,2014,58,48,48,1,70,48,48,1,1.208333333,1.458333333
Maris Stella High,2014,73,52,53,1,65,54,54,1,1.377358491,1.203703704
Marsiling,2014,0,0,81,0,57,57,162,0,0,0.351851852
Marymount Convent,2014,31,31,96,0,121,119,161,0,0.322916667,0.751552795
Mayflower,2014,1,1,83,0,73,72,165,0,0.012048193,0.442424242
Mee Toh,2014,61,59,58,1,123,56,56,1,1.051724138,2.196428571
Meridian,2014,1,1,77,0,52,51,153,0,0.012987013,0.339869281
Methodist Girls’,2014,44,28,28,1,40,28,28,1,1.571428571,1.428571429
Montfort Junior,2014,11,11,92,0,37,37,172,0,0.119565217,0.215116279
Nan Chiau,2014,96,63,64,1,163,64,64,1,1.5,2.546875
Nan Hua,2014,28,19,20,1,64,21,21,1,1.4,3.047619048
Nanyang,2014,32,22,23,1,30,23,23,1,1.391304348,1.304347826
Naval Base,2014,0,0,80,0,39,39,160,0,0,0.24375
New Town,2014,0,0,78,0,95,93,155,0,0,0.612903226
Ngee Ann,2014,35,34,48,0,88,62,62,1,0.729166667,1.419354839
North Spring,2014,0,0,81,0,54,54,161,0,0,0.335403727
North View,2014,0,0,61,0,108,108,121,0,0,0.892561983
North Vista,2014,8,8,64,0,100,99,119,0,0.125,0.840336134
Northland,2014,27,27,52,0,156,76,76,1,0.519230769,2.052631579
Northoaks,2014,0,0,101,0,65,65,201,0,0,0.323383085
Opera Estate,2014,4,4,51,0,88,87,97,0,0.078431373,0.907216495
Palm View,2014,1,1,100,0,158,158,199,0,0.01,0.793969849
Park View,2014,0,0,61,0,75,75,121,0,0,0.619834711
Pasir Ris,2014,41,31,31,1,70,31,31,1,1.322580645,2.258064516
Paya Lebar Methodist Girls’,2014,57,57,67,0,97,77,77,1,0.850746269,1.25974026
Pei Chun Public,2014,40,33,34,1,65,34,34,1,1.176470588,1.911764706
Pei Hwa Presbyterian,2014,41,40,40,1,52,40,40,1,1.025,1.3
Pei Tong,2014,3,3,67,0,81,80,131,0,0.044776119,0.618320611
Peiying,2014,0,0,53,0,68,67,107,0,0,0.635514019
Pioneer,2014,0,0,74,0,87,87,147,0,0,0.591836735
Poi Ching,2014,31,31,53,0,104,75,75,1,0.58490566,1.386666667
Princess Elizabeth,2014,0,0,46,0,116,92,92,1,0,1.260869565
Punggol,2014,1,1,64,0,101,100,127,0,0.015625,0.795275591
Punggol Green,2014,1,1,136,0,185,185,271,0,0.007352941,0.682656827
Punggol View,2014,3,3,101,0,207,198,198,1,0.02970297,1.045454545
Qifa,2014,8,6,62,0,122,117,117,1,0.129032258,1.042735043
Qihua,2014,0,0,69,0,79,77,139,0,0,0.568345324
Queenstown,2014,0,0,79,0,84,84,158,0,0,0.53164557
Radin Mas,2014,22,20,20,1,53,20,20,1,1.1,2.65
Raffles Girls’,2014,21,21,62,0,143,102,102,1,0.338709677,1.401960784
Red Swastika,2014,16,15,26,0,79,36,36,1,0.615384615,2.194444444
River Valley,2014,22,21,43,0,78,64,64,1,0.511627907,1.21875
Riverside,2014,4,4,96,0,194,188,188,1,0.041666667,1.031914894
Rivervale,2014,34,34,59,0,144,83,83,1,0.576271186,1.734939759
Rosyth,2014,44,27,28,1,95,28,28,1,1.571428571,3.392857143
Rulang,2014,30,30,29,1,98,28,28,1,1.034482759,3.5
Sembawang,2014,1,1,62,0,84,83,123,0,0.016129032,0.682926829
Seng Kang,2014,1,1,72,0,103,103,143,0,0.013888889,0.72027972
Sengkang Green,2014,7,7,100,0,256,193,193,1,0.07,1.32642487
Shuqun,2014,26,26,40,0,87,53,53,1,0.65,1.641509434
Si Ling,2014,0,0,79,0,39,35,158,0,0,0.246835443
Singapore Chinese Girls’,2014,31,28,28,1,39,28,28,1,1.107142857,1.392857143
South View,2014,27,26,36,0,88,46,46,1,0.75,1.913043478
Springdale,2014,1,1,113,0,90,90,225,0,0.008849558,0.4
St. Andrew’s Junior,2014,76,53,54,1,76,55,55,1,1.407407407,1.381818182
St. Anthony’s,2014,49,47,65,0,96,82,82,1,0.753846154,1.170731707
St. Anthony’s Canossian,2014,36,36,78,0,92,92,120,0,0.461538462,0.766666667
St. Gabriel’s,2014,40,38,50,0,61,61,61,0,0.8,1
St. Hilda’s,2014,62,54,54,1,106,54,54,1,1.148148148,1.962962963
St. Joseph’s Institution Junior,2014,79,58,58,1,79,57,57,1,1.362068966,1.385964912
St. Margaret’s,2014,51,51,67,0,95,82,82,1,0.76119403,1.158536585
St. Stephen’s,2014,47,46,60,0,80,74,74,1,0.783333333,1.081081081
Stamford,2014,1,1,67,0,21,21,133,0,0.014925373,0.157894737
Tampines,2014,5,5,58,0,116,110,110,1,0.086206897,1.054545455
Tampines North,2014,0,0,63,0,64,63,126,0,0,0.507936508
Tanjong Katong,2014,0,0,62,0,124,117,123,1,0,1.008130081
Tao Nan,2014,64,41,42,1,65,42,42,1,1.523809524,1.547619048
Teck Ghee,2014,6,6,65,0,131,123,123,1,0.092307692,1.06504065
Teck Whye,2014,0,0,81,0,33,31,161,0,0,0.204968944
Telok Kurau,2014,0,0,55,0,83,80,110,0,0,0.754545455
Temasek,2014,27,24,25,1,66,25,25,1,1.08,2.64
Townsville,2014,0,0,66,0,59,57,132,0,0,0.446969697
Unity,2014,7,7,64,0,125,120,120,1,0.109375,1.041666667
Wellington,2014,0,0,78,0,109,109,156,0,0,0.698717949
West Grove,2014,12,12,62,0,128,111,111,1,0.193548387,1.153153153
West Spring,2014,0,0,111,0,191,190,221,0,0,0.864253394
West View,2014,0,0,61,0,35,34,121,0,0,0.289256198
Westwood,2014,8,8,94,0,211,180,180,1,0.085106383,1.172222222
White Sands,2014,17,17,44,0,83,71,71,1,0.386363636,1.169014085
Woodgrove,2014,26,26,59,0,96,91,91,1,0.440677966,1.054945055
Woodlands,2014,7,7,63,0,97,95,119,0,0.111111111,0.81512605
Woodlands Ring,2014,3,3,66,0,121,121,129,0,0.045454545,0.937984496
Xinghua,2014,0,0,67,0,60,60,134,0,0,0.447761194
Xingnan,2014,5,5,59,0,93,93,113,0,0.084745763,0.82300885
Xinmin,2014,12,12,38,0,71,64,64,1,0.315789474,1.109375
Xishan,2014,0,0,62,0,41,41,124,0,0,0.330645161
Yangzheng,2014,22,22,40,0,73,57,57,1,0.55,1.280701754
Yew Tee,2014,21,21,69,0,108,107,116,0,0.304347826,0.931034483
Yio Chu Kang,2014,0,0,67,0,67,66,133,0,0,0.503759398
Yishun,2014,0,0,49,0,91,89,97,0,0,0.93814433
Yu Neng,2014,25,20,20,1,45,20,20,1,1.25,2.25
Yuhua,2014,0,0,84,0,46,46,168,0,0,0.273809524
Yumin,2014,0,0,56,0,41,35,111,0,0,0.369369369
Zhangde,2014,12,12,68,0,132,123,123,1,0.176470588,1.073170732
Zhenghua,2014,1,1,59,0,95,93,117,0,0.016949153,0.811965812
Zhonghua,2014,1,1,70,0,55,55,138,0,0.014285714,0.398550725
Admiralty,2015,22,18,49,0,87,79,79,1,0.448979592,1.101265823
Ahmad Ibrahim,2015,0,0,59,0,52,52,119,0,0,0.43697479
Ai Tong,2015,28,18,20,1,44,22,22,1,1.4,2
Alexandra,2015,6,6,79,0,206,151,151,1,0.075949367,1.364238411
Anchor Green,2015,12,12,82,0,94,94,151,0,0.146341463,0.622516556
Anderson,2015,19,18,32,0,58,45,45,1,0.59375,1.288888889
Ang Mo Kio,2015,0,0,70,0,82,82,140,0,0,0.585714286
Anglo-Chinese (Junior),2015,90,58,58,1,75,58,58,1,1.551724138,1.293103448
Anglo-Chinese (Primary),2015,33,29,29,1,33,29,29,1,1.137931034,1.137931034
Angsana,2015,0,0,59,0,16,16,118,0,0,0.13559322
Beacon,2015,0,0,73,0,102,102,146,0,0,0.698630137
Bedok Green,2015,1,0,74,0,82,80,149,0,0.013513514,0.55033557
Bendemeer,2015,0,0,78,0,62,62,156,0,0,0.397435897
Blangah Rise,2015,0,0,57,0,23,23,114,0,0,0.201754386
Boon Lay Garden,2015,0,0,78,0,53,53,158,0,0,0.335443038
Bukit Panjang,2015,5,4,46,0,98,87,87,1,0.108695652,1.126436782
Bukit Timah,2015,0,0,61,0,67,67,124,0,0,0.540322581
Bukit View,2015,0,0,62,0,77,77,123,0,0,0.62601626
CHIJ (Katong),2015,35,33,72,0,73,73,110,0,0.486111111,0.663636364
CHIJ (Kellock),2015,32,30,60,0,76,76,90,0,0.533333333,0.844444444
CHIJ (Toa Payoh),2015,54,43,45,1,57,47,47,1,1.2,1.212765957
CHIJ Our Lady Queen of Peace,2015,27,24,55,0,48,48,86,0,0.490909091,0.558139535
CHIJ Our Lady of Good Counsel,2015,26,24,45,0,47,47,65,0,0.577777778,0.723076923
CHIJ Our Lady of the Nativity,2015,49,47,78,0,99,99,108,0,0.628205128,0.916666667
CHIJ St. Nicholas Girls’,2015,29,21,21,1,33,21,21,1,1.380952381,1.571428571
Canberra,2015,72,55,58,1,83,60,60,1,1.24137931,1.383333333
Canossa Catholic,2015,2,0,50,0,23,23,99,0,0.04,0.232323232
Cantonment,2015,1,0,68,0,112,111,136,0,0.014705882,0.823529412
Casuarina,2015,0,0,57,0,50,50,114,0,0,0.438596491
Catholic High,2015,22,18,20,1,40,22,22,1,1.1,1.818181818
Cedar,2015,0,0,36,0,52,52,72,0,0,0.722222222
Changkat,2015,2,0,55,0,69,68,109,0,0.036363636,0.633027523
Chongfu,2015,52,49,56,0,78,63,63,1,0.928571429,1.238095238
Chongzheng,2015,15,15,37,0,61,58,58,1,0.405405405,1.051724138
Chua Chu Kang,2015,0,0,69,0,142,138,138,1,0,1.028985507
Clementi,2015,6,4,66,0,108,108,127,0,0.090909091,0.850393701
Compassvale,2015,33,32,71,0,125,110,110,1,0.464788732,1.136363636
Concord,2015,0,0,63,0,100,100,126,0,0,0.793650794
Corporation,2015,0,0,56,0,89,89,113,0,0,0.787610619
Damai,2015,0,0,53,0,21,21,107,0,0,0.196261682
Dazhong,2015,0,0,64,0,59,59,130,0,0,0.453846154
De La Salle,2015,36,35,69,0,120,103,103,1,0.52173913,1.165048544
East Spring,2015,1,1,53,0,84,83,104,0,0.018867925,0.807692308
Edgefield,2015,0,0,64,0,128,128,128,0,0,1
Elias Park,2015,0,0,49,0,97,97,98,0,0,0.989795918
Endeavour,2015,10,10,52,0,102,94,94,1,0.192307692,1.085106383
Eunos,2015,0,0,70,0,35,35,140,0,0,0.25
Evergreen,2015,6,6,65,0,126,124,124,1,0.092307692,1.016129032
Fairfield Methodist,2015,48,31,31,1,47,31,31,1,1.548387097,1.516129032
Farrer Park,2015,1,0,65,0,38,38,131,0,0.015384615,0.290076336
Fengshan,2015,6,4,42,0,98,80,80,1,0.142857143,1.225
Fernvale,2015,0,0,81,0,73,73,161,0,0,0.453416149
First Toa Payoh,2015,0,0,73,0,20,20,145,0,0,0.137931034
Frontier,2015,26,26,75,0,131,123,123,1,0.346666667,1.06504065
Fuchun,2015,1,1,58,0,87,87,115,0,0.017241379,0.756521739
Fuhua,2015,0,0,70,0,90,90,139,0,0,0.647482014
Gan Eng Seng,2015,0,0,61,0,74,74,123,0,0,0.601626016
Geylang Methodist,2015,9,7,72,0,142,136,136,1,0.125,1.044117647
Gongshang,2015,18,18,45,0,89,72,72,1,0.4,1.236111111
Greendale,2015,1,0,69,0,118,118,137,0,0.014492754,0.861313869
Greenridge,2015,7,5,67,0,106,106,129,0,0.104477612,0.821705426
Greenwood,2015,4,3,72,0,87,87,140,0,0.055555556,0.621428571
Guangyang,2015,0,0,75,0,29,28,150,0,0,0.193333333
Haig Girls’,2015,13,13,58,0,90,90,103,0,0.224137931,0.873786408
Henry Park,2015,21,18,21,0,41,24,24,1,1,1.708333333
Holy Innocents’,2015,59,44,51,1,63,57,57,1,1.156862745,1.105263158
Hong Wen,2015,30,29,39,0,86,48,48,1,0.769230769,1.791666667
Horizon,2015,29,26,40,0,129,54,54,1,0.725,2.388888889
Hougang,2015,31,30,71,0,128,111,111,1,0.436619718,1.153153153
Huamin,2015,1,0,44,0,98,87,87,1,0.022727273,1.126436782
Innova,2015,23,22,53,0,117,83,83,1,0.433962264,1.409638554
Jiemin,2015,8,6,41,0,86,76,76,1,0.195121951,1.131578947
Jing Shan,2015,0,0,59,0,64,64,119,0,0,0.537815126
Junyuan,2015,0,0,73,0,82,82,146,0,0,0.561643836
Jurong,2015,10,7,44,0,86,81,81,1,0.227272727,1.061728395
Jurong West,2015,6,5,64,0,145,123,123,1,0.09375,1.178861789
Juying,2015,0,0,83,0,13,12,165,0,0,0.078787879
Keming,2015,31,29,47,0,95,64,64,1,0.659574468,1.484375
Kheng Cheng,2015,2,1,50,0,117,98,98,1,0.04,1.193877551
