,school,year,GSI,good_school_75,good_school_80,good_school_85,good_school_90
2352,Woodlands Ring,2025,-0.5603333113042628,0,0,0,0
2353,Xinghua,2025,-0.6788117405773575,0,0,0,0
2354,Xingnan,2025,-0.5608188682177171,0,0,0,0
2355,Xinmin,2025,0.6086918058410834,0,0,0,0
2356,Xishan,2025,-0.5775008008936956,0,0,0,0
2357,Yangzheng,2025,0.6639280931479448,1,0,0,0
2358,Yew Tee,2025,-0.5647229538848532,0,0,0,0
2359,Yio Chu Kang,2025,-0.8139190952641929,0,0,0,0
2360,Yishun,2025,-0.6080148785358578,0,0,0,0
2361,Yu Neng,2025,0.5666518473498011,0,0,0,0
2362,Yuhua,2025,-0.8854662684393984,0,0,0,0
2363,Yumin,2025,-1.2090513660608893,0,0,0,0
2364,Zhangde,2025,-0.2432028784536503,0,0,0,0
2365,Zhenghua,2025,-0.4143257257199345,0,0,0,0
2366,Zhonghua,2025,-1.1545202467808642,0,0,0,0
